household_size,number_of_rooms,daily_supply_hours,light_bulb_count,fan_count,television_count,fridge_count,ac_count,average_ac_usage_hours,bulb_energy_proxy,fan_energy_proxy,tv_energy_proxy,fridge_energy_proxy,ac_energy_proxy,total_selected_appliances,cooling_appliance_count,room_person_ratio,estimated_monthly_kwh
5,3,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,0.6,22.062500000000004
6,4,14.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.6666666666666666,67.025
7,4,3.0,4,2,0,0,0,0,12.0,6.0,0.0,0,0,6,2,0.5714285714285714,5.28
7,4,14.0,8,3,2,1,0,0,48.0,24.0,8.0,12,0,14,3,0.5714285714285714,88.55000000000001
7,1,13.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,0.14285714285714285,13.65
8,8,4.0,12,2,0,0,0,0,48.0,8.0,0.0,0,0,14,2,1.0,7.800000000000001
9,7,4.0,4,0,0,0,0,0,16.0,0.0,0.0,0,0,4,0,0.7777777777777778,1.08
9,4,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.4444444444444444,1.08
6,5,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.8333333333333334,0.7200000000000001
4,4,4.0,2,0,1,1,0,0,8.0,0.0,4.0,12,0,4,0,1.0,13.740000000000002
6,9,5.0,5,2,1,0,0,0,25.0,10.0,4.0,0,0,8,2,1.5,10.0
4,5,6.0,4,0,1,0,0,0,24.0,0.0,4.0,0,0,5,0,1.25,4.5
11,5,9.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.45454545454545453,2.25
4,8,2.0,6,1,1,0,0,0,12.0,2.0,2.0,0,0,8,1,2.0,5.64
8,4,2.0,2,1,1,0,0,0,4.0,2.0,2.0,0,0,4,1,0.5,4.62
8,6,2.0,6,1,0,0,0,0,12.0,2.0,0.0,0,0,7,1,0.75,2.9400000000000004
8,5,5.0,16,4,1,1,0,0,80.0,20.0,4.0,12,0,22,4,0.625,32.625
7,3,4.0,9,3,1,1,0,0,36.0,12.0,4.0,12,0,14,3,0.42857142857142855,23.010000000000005
4,2,4.0,6,2,1,0,0,0,24.0,8.0,4.0,0,0,9,2,0.5,12.240000000000002
5,2,5.0,5,1,1,0,0,0,25.0,5.0,4.0,0,0,7,1,0.4,11.500000000000002
4,5,5.0,16,7,1,1,0,0,80.0,35.0,4.0,12,0,25,7,1.25,57.09375000000001
7,4,5.0,13,3,1,1,0,0,65.0,15.0,4.0,12,0,18,3,0.5714285714285714,30.9375
8,7,2.0,25,8,2,1,0,0,50.0,16.0,4.0,12,0,36,8,0.875,73.25999999999999
7,6,4.0,15,7,1,1,0,0,60.0,28.0,4.0,12,0,24,7,0.8571428571428571,46.71000000000001
7,6,3.0,20,6,1,0,0,0,60.0,18.0,3.0,0,0,27,6,0.8571428571428571,40.56
5,2,6.0,5,1,1,0,0,0,30.0,6.0,4.0,0,0,7,1,0.4,14.7
5,4,5.0,18,6,1,1,0,0,90.0,30.0,4.0,12,0,26,6,0.8,51.37500000000001
6,5,4.0,20,7,2,1,0,0,80.0,28.0,8.0,12,0,30,7,0.8333333333333334,62.970000000000006
5,4,8.0,8,4,2,1,0,0,48.0,32.0,8.0,12,0,15,4,0.8,85.0
4,4,12.0,8,4,1,1,0,0,48.0,32.0,4.0,12,0,14,4,1.0,116.7
5,4,20.0,10,4,2,1,0,0,60.0,32.0,8.0,12,0,17,4,0.8,153.2325
6,6,21.0,12,4,1,1,0,0,72.0,32.0,4.0,12,0,18,4,1.0,153.2325
3,2,5.0,3,1,1,0,0,0,15.0,5.0,4.0,0,0,5,1,0.6666666666666666,4.4375
2,1,1.0,3,1,1,0,0,0,3.0,1.0,1.0,0,0,5,1,0.5,1.2000000000000002
5,2,3.0,4,1,1,0,0,0,12.0,3.0,3.0,0,0,6,1,0.4,3.9
3,1,6.0,3,1,1,0,0,0,18.0,6.0,4.0,0,0,5,1,0.3333333333333333,6.225
12,2,8.0,4,1,1,1,0,0,24.0,8.0,4.0,12,0,7,1,0.16666666666666666,30.6
2,1,8.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,0.5,10.8
6,3,6.0,7,1,1,1,0,0,42.0,6.0,4.0,12,0,10,1,0.5,23.55
11,3,4.0,3,0,0,0,0,0,12.0,0.0,0.0,0,0,3,0,0.2727272727272727,0.42
7,2,1.0,2,1,1,0,0,0,2.0,1.0,1.0,0,0,4,1,0.2857142857142857,3.0600000000000005
5,2,5.0,3,2,1,1,0,0,15.0,10.0,4.0,12,0,7,2,0.4,17.78125
4,3,4.0,4,2,0,1,0,0,16.0,8.0,0.0,12,0,7,2,0.75,14.730000000000002
5,2,5.0,3,2,0,0,0,0,15.0,10.0,0.0,0,0,5,2,0.4,3.65625
6,3,8.0,2,1,0,0,0,0,12.0,8.0,0.0,0,0,3,1,0.5,3.35
6,3,11.0,5,1,0,0,0,0,30.0,8.0,0.0,0,0,6,1,0.5,3.1625
4,2,10.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.5,2.375
7,5,8.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.7142857142857143,49.6
5,6,8.0,5,2,0,0,0,0,30.0,16.0,0.0,0,0,7,2,1.2,17.15
5,3,9.0,4,1,0,0,0,0,24.0,8.0,0.0,0,0,5,1,0.6,9.843749999999998
6,5,11.0,8,2,1,0,0,0,48.0,16.0,4.0,0,0,11,2,0.8333333333333334,37.4
6,4,6.0,9,2,1,1,0,0,54.0,12.0,4.0,12,0,13,2,0.6666666666666666,33.6375
5,3,5.0,7,2,1,1,0,0,35.0,10.0,4.0,12,0,11,2,0.6,33.18750000000001
2,2,10.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,1.0,59.875
1,2,14.0,8,1,1,0,0,0,48.0,8.0,4.0,0,0,10,1,2.0,31.325000000000003
5,3,3.0,15,3,1,1,0,0,45.0,9.0,3.0,12,0,20,3,0.6,28.74
6,4,6.0,10,3,1,1,0,0,60.0,18.0,4.0,12,0,15,3,0.6666666666666666,34.5
5,3,6.0,6,2,1,0,0,0,36.0,12.0,4.0,0,0,9,2,0.6,20.175
4,2,8.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.5,47.2
3,2,4.0,6,2,1,1,0,0,24.0,8.0,4.0,12,0,10,2,0.6666666666666666,27.480000000000004
5,2,5.0,8,2,1,1,0,0,40.0,10.0,4.0,12,0,12,2,0.4,31.84375
6,4,24.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.6666666666666666,152.10000000000002
6,5,24.0,6,3,1,1,0,0,36.0,24.0,4.0,12,0,11,3,0.8333333333333334,153.2325
3,3,3.0,6,1,1,0,0,0,18.0,3.0,3.0,0,0,8,1,1.0,16.380000000000003
4,3,4.0,6,1,1,1,0,0,24.0,4.0,4.0,12,0,9,1,0.75,24.24
9,4,4.0,8,1,1,1,0,0,32.0,4.0,4.0,12,0,11,1,0.4444444444444444,24.48
7,3,4.0,6,0,1,1,0,0,24.0,0.0,4.0,12,0,8,0,0.42857142857142855,19.680000000000003
8,3,4.0,8,0,1,0,0,0,32.0,0.0,4.0,0,0,9,0,0.375,9.6
5,3,3.0,6,0,1,1,0,0,18.0,0.0,3.0,12,0,8,0,0.6,18.72
5,4,3.0,6,0,0,1,0,0,18.0,0.0,0.0,12,0,7,0,0.8,13.68
2,2,4.0,4,0,0,1,0,0,16.0,0.0,0.0,12,0,5,0,1.0,12.72
5,4,5.0,9,3,1,1,0,0,45.0,15.0,4.0,12,0,14,3,0.8,30.531250000000004
6,4,4.0,9,4,1,1,0,0,36.0,16.0,4.0,12,0,15,4,0.6666666666666666,31.92
7,4,7.0,9,4,2,1,1,4,54.0,28.0,8.0,12,4,17,5,0.5714285714285714,88.98750000000001
4,3,7.0,6,2,1,0,0,0,36.0,14.0,4.0,0,0,9,2,0.75,18.375
4,2,7.0,4,2,1,1,0,0,24.0,14.0,4.0,12,0,8,2,0.5,35.0875
7,3,7.0,6,2,1,1,0,0,36.0,14.0,4.0,12,0,10,2,0.42857142857142855,37.625
4,3,6.0,6,2,1,1,0,0,36.0,12.0,4.0,12,0,10,2,0.75,31.65
5,6,18.0,8,3,2,1,1,4,48.0,24.0,8.0,12,4,15,4,1.2,153.2325
10,15,14.0,7,2,1,1,0,0,42.0,16.0,4.0,12,0,11,2,1.5,123.025
15,12,14.0,23,5,1,1,0,0,138.0,40.0,4.0,12,0,30,5,0.8,153.2325
6,6,10.0,5,3,1,1,1,4,30.0,24.0,4.0,12,4,11,4,1.0,111.75
6,3,14.0,6,3,1,1,1,4,36.0,24.0,4.0,12,4,12,4,0.5,153.2325
11,6,10.0,12,3,2,1,0,0,72.0,24.0,8.0,12,0,18,3,0.5454545454545454,94.125
4,2,5.0,4,2,1,1,0,0,20.0,10.0,4.0,12,0,8,2,0.5,25.0
8,7,10.0,5,2,2,1,0,0,30.0,16.0,8.0,12,0,10,2,0.875,84.25
8,7,10.0,4,2,2,1,0,0,24.0,16.0,8.0,12,0,9,2,0.875,82.25
8,6,10.0,4,2,2,1,0,0,24.0,16.0,8.0,12,0,9,2,0.75,81.75
10,6,10.0,4,2,0,1,0,0,24.0,16.0,0.0,12,0,7,2,0.6,43.75
12,4,12.0,4,2,1,0,0,0,24.0,16.0,4.0,0,0,7,2,0.3333333333333333,28.35
8,6,8.0,13,2,1,1,0,0,78.0,16.0,4.0,12,0,17,2,0.75,49.2
8,5,10.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.625,6.5
27,10,10.0,12,5,0,0,0,0,72.0,40.0,0.0,0,0,17,5,0.37037037037037035,49.0
7,6,10.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.8571428571428571,5.875
20,15,12.0,12,8,2,0,0,0,72.0,64.0,8.0,0,0,22,8,0.75,107.1
12,5,8.0,7,5,3,1,0,0,42.0,40.0,12.0,12,0,16,5,0.4166666666666667,70.3
12,6,8.0,7,4,2,1,0,0,42.0,32.0,8.0,12,0,14,4,0.5,50.05
9,6,8.0,6,0,1,0,0,0,36.0,0.0,4.0,0,0,7,0,0.6666666666666666,15.9
13,5,8.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,0.38461538461538464,4.5
7,4,8.0,5,2,2,0,0,0,30.0,16.0,8.0,0,0,9,2,0.5714285714285714,29.1
18,7,8.0,8,4,1,0,0,0,48.0,32.0,4.0,0,0,13,4,0.3888888888888889,34.9
16,7,8.0,9,5,0,0,0,0,54.0,40.0,0.0,0,0,14,5,0.4375,34.9
4,3,4.0,7,2,1,1,0,0,28.0,8.0,4.0,12,0,11,2,0.75,25.53
4,3,24.0,8,2,0,0,0,0,48.0,16.0,0.0,0,0,10,2,0.75,149.4
3,3,24.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,1.0,121.8
6,4,6.0,12,5,2,1,0,0,72.0,30.0,8.0,12,0,20,5,0.6666666666666666,59.85
6,3,5.0,14,6,2,1,0,0,70.0,30.0,8.0,12,0,23,6,0.5,41.06250000000001
5,4,5.0,12,5,1,1,0,0,60.0,25.0,4.0,12,0,19,5,0.8,38.90625
3,3,5.0,14,3,0,1,0,0,70.0,15.0,0.0,12,0,18,3,1.0,28.4375
3,3,5.0,8,3,0,1,0,0,40.0,15.0,0.0,12,0,12,3,1.0,29.750000000000004
3,1,3.0,1,1,1,1,1,4,3.0,3.0,3.0,12,4,5,2,0.3333333333333333,46.080000000000005
6,3,3.0,6,2,1,0,0,0,18.0,6.0,3.0,0,0,9,2,0.5,18.0
8,6,3.0,6,2,0,0,0,0,18.0,6.0,0.0,0,0,8,2,0.75,8.459999999999999
5,2,6.0,7,2,1,1,0,0,42.0,12.0,4.0,12,0,11,2,0.4,36.075
11,8,3.0,14,2,0,0,0,0,42.0,6.0,0.0,0,0,16,2,0.7272727272727273,11.16
9,4,3.0,8,1,0,0,0,0,24.0,3.0,0.0,0,0,9,1,0.4444444444444444,4.800000000000001
5,3,4.0,8,2,1,1,0,0,32.0,8.0,4.0,12,0,12,2,0.6,28.380000000000003
1,1,4.0,2,1,1,1,0,0,8.0,4.0,4.0,12,0,5,1,1.0,19.71
9,4,8.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.4444444444444444,6.4
7,2,8.0,3,2,1,1,0,0,18.0,16.0,4.0,12,0,7,2,0.2857142857142857,29.6
7,5,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,0.7142857142857143,37.53125
6,4,4.0,6,2,0,0,0,0,24.0,8.0,0.0,0,0,8,2,0.6666666666666666,15.12
6,6,6.0,5,0,0,1,0,0,30.0,0.0,0.0,12,0,6,0,1.0,22.875
7,6,11.0,5,3,1,1,0,0,30.0,24.0,4.0,12,0,10,3,0.8571428571428571,98.3125
4,4,7.0,4,1,0,0,0,0,24.0,7.0,0.0,0,0,5,1,1.0,4.768750000000001
10,3,9.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.3,2.25
5,2,15.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.4,1.3125
16,5,9.0,4,4,0,0,0,0,24.0,32.0,0.0,0,0,8,4,0.3125,15.58125
14,5,4.0,5,2,0,0,0,0,20.0,8.0,0.0,0,0,7,2,0.35714285714285715,4.890000000000001
6,3,5.0,7,1,0,0,0,0,35.0,5.0,0.0,0,0,8,1,0.5,3.3125000000000004
9,9,20.0,8,0,0,0,1,4,48.0,0.0,0.0,0,4,9,1,1.0,108.75
24,8,20.0,13,5,2,1,0,0,78.0,40.0,8.0,12,0,21,5,0.3333333333333333,122.75
4,3,9.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.75,1.40625
11,5,22.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.45454545454545453,9.075
5,4,10.0,6,4,1,1,0,0,36.0,32.0,4.0,12,0,12,4,0.8,60.12500000000001
4,4,6.0,5,3,1,1,0,0,30.0,18.0,4.0,12,0,10,3,1.0,23.025
3,2,12.0,3,1,1,1,0,0,18.0,8.0,4.0,12,0,6,1,0.6666666666666666,39.6
5,4,12.0,3,2,1,1,0,0,18.0,16.0,4.0,12,0,7,2,0.8,44.25
6,6,12.0,8,6,2,1,1,4,48.0,48.0,8.0,12,4,18,7,1.0,153.2325
3,2,5.0,3,2,1,1,0,0,15.0,10.0,4.0,12,0,7,2,0.6666666666666666,17.75
4,3,12.0,3,2,1,1,0,0,18.0,16.0,4.0,12,0,7,2,0.75,40.95
3,2,12.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.6666666666666666,1.65
4,5,6.0,5,4,1,1,0,0,30.0,24.0,4.0,12,0,11,4,1.25,26.175
3,3,5.0,5,2,1,1,0,0,25.0,10.0,4.0,12,0,9,2,1.0,17.375000000000004
3,2,12.0,3,2,1,1,0,0,18.0,16.0,4.0,12,0,7,2,0.6666666666666666,39.15
1,1,12.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,1.0,8.55
6,4,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,0.6666666666666666,19.9375
1,1,8.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,1.0,5.7
5,3,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,0.6,19.125000000000004
4,3,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,0.75,22.5625
15,12,18.0,16,12,12,1,0,0,96.0,96.0,48.0,12,0,41,12,0.8,153.2325
3,6,12.0,6,2,1,1,1,4,36.0,16.0,4.0,12,4,11,3,2.0,153.2325
2,4,12.0,8,4,1,1,1,4,48.0,32.0,4.0,12,4,15,5,2.0,151.5
4,6,12.0,8,6,2,1,1,4,48.0,48.0,8.0,12,4,18,7,1.5,153.2325
2,2,15.0,3,1,1,0,0,0,18.0,8.0,4.0,0,0,5,1,1.0,32.625
2,3,15.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,1.5,36.0
4,4,15.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,1.0,29.8125
3,3,15.0,4,3,1,1,1,4,24.0,24.0,4.0,12,4,10,4,1.0,153.2325
5,4,15.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.8,80.4375
3,2,14.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.6666666666666666,84.78750000000002
3,2,15.0,4,1,1,1,0,0,24.0,8.0,4.0,12,0,7,1,0.6666666666666666,65.8125
2,4,15.0,6,4,1,1,1,4,36.0,32.0,4.0,12,4,13,5,2.0,153.2325
3,3,7.0,7,2,1,1,1,4,42.0,14.0,4.0,12,4,12,3,1.0,79.36250000000001
1,2,3.0,6,2,0,0,0,0,18.0,6.0,0.0,0,0,8,2,2.0,13.92
2,2,4.0,7,2,1,1,0,0,28.0,8.0,4.0,12,0,11,2,1.0,29.64
1,2,4.0,3,1,0,0,0,0,12.0,4.0,0.0,0,0,4,1,2.0,15.93
4,4,5.0,9,3,1,1,0,0,45.0,15.0,4.0,12,0,14,3,1.0,46.375
3,2,6.0,4,1,1,0,0,0,24.0,6.0,4.0,0,0,6,1,0.6666666666666666,26.4375
4,6,5.0,14,4,2,1,0,0,70.0,20.0,8.0,12,0,21,4,1.5,48.125
6,8,11.0,9,6,4,1,1,4,54.0,48.0,16.0,12,4,21,7,1.3333333333333333,153.2325
5,3,14.0,10,4,1,1,0,0,60.0,32.0,4.0,12,0,16,4,0.6,127.05
3,3,15.0,12,3,0,1,0,0,72.0,24.0,0.0,12,0,16,3,1.0,128.0625
5,4,24.0,10,4,3,0,0,0,60.0,32.0,12.0,0,0,17,4,0.8,153.2325
23,17,3.0,19,18,4,1,0,0,57.0,54.0,12.0,12,0,42,18,0.7391304347826086,51.24000000000001
6,4,7.0,14,5,2,1,0,0,84.0,35.0,8.0,12,0,22,5,0.6666666666666666,70.2625
3,4,6.0,7,1,1,1,0,0,42.0,6.0,4.0,12,0,10,1,1.3333333333333333,23.55
3,3,16.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,1.0,42.6
8,4,12.0,3,0,0,1,0,0,18.0,0.0,0.0,12,0,4,0,0.5,56.7
6,5,12.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.8333333333333334,33.75
6,4,11.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.6666666666666666,5.0875
2,3,10.0,4,1,0,0,0,0,24.0,8.0,0.0,0,0,5,1,1.5,15.375
6,3,8.0,7,2,1,1,0,0,42.0,16.0,4.0,12,0,11,2,0.5,44.7
6,2,8.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,0.3333333333333333,19.6
7,5,8.0,4,1,0,0,0,0,24.0,8.0,0.0,0,0,5,1,0.7142857142857143,5.0
6,5,18.0,6,3,1,1,0,0,36.0,24.0,4.0,12,0,11,3,0.8333333333333334,100.9125
7,4,8.0,13,3,1,1,0,0,78.0,24.0,4.0,12,0,18,3,0.5714285714285714,59.54999999999999
7,6,11.0,1,1,1,0,0,0,6.0,8.0,4.0,0,0,3,1,0.8571428571428571,15.537499999999998
6,3,8.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.5,47.1
6,7,10.0,2,4,1,1,0,0,12.0,32.0,4.0,12,0,8,4,1.1666666666666667,73.87500000000001
5,7,12.0,12,5,1,1,0,0,72.0,40.0,4.0,12,0,19,5,1.4,113.775
5,6,14.0,8,2,1,0,0,0,48.0,16.0,4.0,0,0,11,2,1.2,47.25
6,2,12.0,7,1,1,1,0,0,42.0,8.0,4.0,12,0,10,1,0.3333333333333333,61.35
1,1,12.0,3,1,1,1,0,0,18.0,8.0,4.0,12,0,6,1,1.0,54.675
4,2,1.0,5,2,2,1,0,0,5.0,2.0,2.0,12,0,10,2,0.5,34.95
1,1,12.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,1.0,69.9
1,1,12.0,3,1,1,1,0,0,18.0,8.0,4.0,12,0,6,1,1.0,47.775
7,3,12.0,12,3,1,1,0,0,72.0,24.0,4.0,12,0,17,3,0.42857142857142855,99.3
3,2,10.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,0.6666666666666666,44.625
3,1,10.0,2,1,0,0,0,0,12.0,8.0,0.0,0,0,3,1,0.3333333333333333,9.5625
6,6,10.0,6,1,1,0,0,0,36.0,8.0,4.0,0,0,8,1,1.0,32.0
3,3,22.0,9,2,1,1,0,0,54.0,16.0,4.0,12,0,13,2,1.0,148.775
7,3,14.0,5,3,1,1,0,0,30.0,24.0,4.0,12,0,10,3,0.42857142857142855,64.225
7,4,9.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.5714285714285714,49.10625
14,20,15.0,11,3,3,1,0,0,66.0,24.0,12.0,12,0,18,3,1.4285714285714286,153.2325
10,4,4.0,6,2,2,1,0,0,24.0,8.0,8.0,12,0,11,2,0.4,39.870000000000005
10,6,8.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.6,72.25
8,8,9.0,7,2,0,0,0,0,42.0,16.0,0.0,0,0,9,2,1.0,37.9125
2,2,10.0,10,4,1,1,0,0,60.0,32.0,4.0,12,0,16,4,1.0,82.875
3,3,6.0,10,2,1,0,0,0,60.0,12.0,4.0,0,0,13,2,1.0,16.35
5,2,5.0,10,3,1,1,0,0,50.0,15.0,4.0,12,0,15,3,0.4,33.84375
6,3,5.0,15,4,1,1,0,0,75.0,20.0,4.0,12,0,21,4,0.5,43.9375
5,2,8.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.4,53.55
5,3,20.0,6,2,0,1,0,0,36.0,16.0,0.0,12,0,9,2,0.6,100.25
1,1,18.0,2,1,0,0,0,0,12.0,8.0,0.0,0,0,3,1,1.0,27.450000000000003
6,4,19.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.6666666666666666,122.43125
5,4,19.0,9,4,1,1,0,0,54.0,32.0,4.0,12,0,15,4,0.8,153.2325
4,4,6.0,5,0,0,1,0,0,30.0,0.0,0.0,12,0,6,0,1.0,17.175
4,3,4.0,6,0,0,0,0,0,24.0,0.0,0.0,0,0,6,0,0.75,3.48
7,4,3.0,8,0,0,1,0,0,24.0,0.0,0.0,12,0,9,0,0.5714285714285714,15.6
3,2,3.0,4,0,0,1,0,0,12.0,0.0,0.0,12,0,5,0,0.6666666666666666,13.26
7,6,2.0,1,0,0,0,0,0,2.0,0.0,0.0,0,0,1,0,0.8571428571428571,0.18
9,7,4.0,8,0,0,0,0,0,32.0,0.0,0.0,0,0,8,0,0.7777777777777778,2.4600000000000004
10,3,5.0,8,0,0,0,0,0,40.0,0.0,0.0,0,0,8,0,0.3,2.5
5,6,3.0,5,0,0,0,0,0,15.0,0.0,0.0,0,0,5,0,1.2,0.9
13,9,11.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,0.6923076923076923,2.3375000000000004
9,8,3.0,7,1,0,0,0,0,21.0,3.0,0.0,0,0,8,1,0.8888888888888888,3.120000000000001
6,5,9.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.8333333333333334,3.6
5,5,3.0,5,0,0,0,0,0,15.0,0.0,0.0,0,0,5,0,1.0,1.2000000000000002
10,8,4.0,4,0,0,0,0,0,16.0,0.0,0.0,0,0,4,0,0.8,5.640000000000001
8,4,4.0,5,0,0,0,0,0,20.0,0.0,0.0,0,0,5,0,0.5,1.8
23,30,3.0,40,0,2,0,0,0,120.0,0.0,6.0,0,0,42,0,1.3043478260869565,19.680000000000003
8,5,3.0,5,0,0,0,0,0,15.0,0.0,0.0,0,0,5,0,0.625,1.08
7,5,7.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.7142857142857143,1.70625
5,4,10.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,0.8,19.75
4,5,5.0,4,0,0,0,0,0,20.0,0.0,0.0,0,0,4,0,1.25,1.1875
4,5,5.0,3,0,0,0,0,0,15.0,0.0,0.0,0,0,3,0,1.25,0.75
6,3,12.0,2,1,1,1,0,0,12.0,8.0,4.0,12,0,5,1,0.5,51.0
8,4,12.0,2,0,1,1,0,0,12.0,0.0,4.0,12,0,4,0,0.5,40.95
12,5,12.0,4,0,1,1,0,0,24.0,0.0,4.0,12,0,6,0,0.4166666666666667,47.1
6,6,12.0,10,0,1,1,0,0,60.0,0.0,4.0,12,0,12,0,1.0,54.6
7,4,10.0,4,0,1,1,0,0,24.0,0.0,4.0,12,0,6,0,0.5714285714285714,35.0
3,3,5.0,6,1,1,1,0,0,30.0,5.0,4.0,12,0,9,1,1.0,22.062500000000004
4,3,8.0,5,0,1,1,0,0,30.0,0.0,4.0,12,0,7,0,0.75,34.7
2,2,12.0,3,0,1,0,0,0,18.0,0.0,4.0,0,0,4,0,1.0,15.75
3,3,10.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,1.0,60.75000000000001
2,3,12.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,1.5,79.5
5,5,9.0,12,3,2,1,1,4,72.0,24.0,8.0,12,4,19,4,1.0,120.54375
6,4,7.0,10,3,1,1,0,0,60.0,21.0,4.0,12,0,15,3,0.6666666666666666,55.475
6,5,4.0,9,2,0,0,0,0,36.0,8.0,0.0,0,0,11,2,0.8333333333333334,15.0
6,4,6.0,13,2,1,1,0,0,78.0,12.0,4.0,12,0,17,2,0.6666666666666666,48.0
7,5,8.0,13,4,2,1,0,0,78.0,32.0,8.0,12,0,20,4,0.7142857142857143,86.79999999999998
10,8,8.0,10,4,1,1,0,0,60.0,32.0,4.0,12,0,16,4,0.8,69.05
11,10,5.0,20,7,4,1,1,4,100.0,35.0,16.0,12,4,33,8,0.9090909090909091,104.96875
7,3,5.0,8,3,1,1,0,0,40.0,15.0,4.0,12,0,13,3,0.42857142857142855,38.87500000000001
1,1,3.0,3,1,1,0,0,0,9.0,3.0,3.0,0,0,5,1,1.0,10.95
7,4,5.0,16,5,2,1,1,4,80.0,25.0,8.0,12,4,25,6,0.5714285714285714,86.125
6,4,7.0,14,4,1,1,0,0,84.0,28.0,4.0,12,0,20,4,0.6666666666666666,53.15625
5,5,5.0,21,5,2,1,0,0,105.0,25.0,8.0,12,0,29,5,1.0,58.56250000000001
6,5,5.0,18,5,2,1,0,0,90.0,25.0,8.0,12,0,26,5,0.8333333333333334,54.18750000000001
3,2,4.0,4,2,1,1,0,0,16.0,8.0,4.0,12,0,8,2,0.6666666666666666,31.44
6,3,24.0,5,3,1,1,0,0,30.0,24.0,4.0,12,0,10,3,0.5,153.2325
5,4,24.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.8,153.2325
1,2,24.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,2.0,70.5
3,3,24.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,1.0,153.2325
7,5,24.0,5,2,0,1,0,0,30.0,16.0,0.0,12,0,8,2,0.7142857142857143,149.1
5,4,5.0,4,2,0,0,0,0,20.0,10.0,0.0,0,0,6,2,0.8,7.5625
2,2,0.0,3,1,0,0,0,0,0.0,0.0,0.0,0,0,4,1,1.0,1.11
3,4,7.0,10,3,1,1,0,0,60.0,21.0,4.0,12,0,15,3,1.3333333333333333,41.825
8,5,14.0,5,3,3,1,0,0,30.0,24.0,12.0,12,0,12,3,0.625,142.1
9,8,6.0,5,3,1,1,0,0,30.0,18.0,4.0,12,0,10,3,0.8888888888888888,48.075
5,4,7.0,6,3,1,1,1,4,36.0,21.0,4.0,12,4,12,4,0.8,94.2375
